Customer,Site,Device Class,Device Name,OS,Status,Matched to Inventory
Brindlee Fire Services*,"Central AZ Fleet (Tempe, AZ)",Windows Laptop,RMF-GL4ZN94,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,"Central AZ Fleet (Tempe, AZ)",Windows Laptop,RMF-GSZVTJ4,"Jul 09, 2026",Not Installed,True
Brindlee Fire Services*,"Central AZ Fleet (Tempe, AZ)",Windows Workstation,RMF-MXL0522Y5M,"Jul 16, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 821,Windows Workstation,RMF-MXL0522YBN,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 826,Windows Workstation,RMF-DT-DJV7N23,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 826,Windows Workstation,RMF-DT-JM80X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 833,Windows Workstation,RMF-DT-JN80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 837,Windows Workstation,RMF-DT-2ZC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 837,Windows Workstation,RMF-MXL4123QCS,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 841,Windows Workstation,RMF-DT-3K50X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 841,Windows Workstation,RMF-DT-CM80X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 841,Windows Workstation,RMF-MXL0522Y5K,"Aug 16, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 842,Windows Laptop,RMF-5CG925B0T1,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 842,Windows Workstation,RMF-DT-BQ80X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 842,Windows Workstation,RMF-DT-GTC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 842,Windows Workstation,RMF-MXL0521ZM7,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 843,Windows Laptop,RMF-5CG2087NN7,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 843,Windows Laptop,RMF-5CG2087PBK,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 843,Windows Laptop,RMF-5CG91844GV,"Aug 07, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 843,Windows Workstation,RMF-DT-4VC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 843,Windows Workstation,RMF-DT-GH50X74,"Aug 13, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 843,Windows Workstation,RMF-DT-GYC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-3338CH6,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-NKB3K7P,"Aug 16, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-PDBFDTD,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-RGP3664,"Aug 08, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,DESKTOP-RU3P71R,"Aug 13, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-RUEJC6K,"Feb 14, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-S08QDS6,"Aug 12, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,DESKTOP-S88CESP,"Aug 18, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,RMF-5CG1335T2M,"Aug 12, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,RMF-5CG4500808,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,RMF-5CG45008J5,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,RMF-5CG9517M2Z,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,RMF-D3RMN94,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Laptop,RMF-DT-5CG2087N,"Aug 16, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,RMF-DT-5R80X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 857 Admin,Windows Workstation,RMF-DT-HWC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 859,Windows Workstation,RMF-DT-1VC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Central AZ Station 859,Windows Workstation,RMF-DT-9TC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Laptop,RMF-31G0R74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Workstation,RMF-DT-1P80X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Workstation,RMF-DT-2L50X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Workstation,RMF-DT-4K50X74,"Jul 28, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Workstation,RMF-DT-6YC0X74,"Jul 22, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Workstation,RMF-DT-FP80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Admin,Windows Workstation,RMF-DT-JK80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Fleet,Windows Laptop,RMF-LT-5CG016DX,"Jun 11, 2025",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 1,Windows Workstation,RMF-DT-HN80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 1,Windows Laptop,RMF-LT-5CG05137,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 2,Windows Workstation,RMF-DT-GQ80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 2,Windows Workstation,RMF-DT-JSC0X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 4,Windows Workstation,RMF-DT-DSC0X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 5,Windows Workstation,RMF-DT-3ZC0X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Grants Pass Station 5,Windows Laptop,RMF-LT-5CC8234J,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 10,Windows Workstation,RMF-DT-2K21X74,"Jun 19, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 15,Windows Workstation,RMF-DT-D4RYW74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 15,Windows Workstation,RMF-DT-JZZ0X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 17,Windows Workstation,RMF-DT-BS11X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 25,Windows Workstation,RMF-DT-CWR0X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 27,Windows Laptop,RMF-5CG0422T9B,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 27,Windows Laptop,RMF-5CGO422S5P,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 27,Windows Laptop,RMF-5CGO422SCD,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 27,Windows Workstation,RMF-DT-3VXY74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 27,Windows Workstation,RMF-DT-FHVYW74,"Jul 12, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Knoxville Station 28,Windows Workstation,RMF-DT-CTR0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 30,Windows Workstation,RMF-DT-9K53X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 31,Windows Workstation,RMF-DT-HK53X74,"Aug 14, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 33,Windows Workstation,RMF-MXL05231T9,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 34,Windows Workstation,RMF-DT-5M53X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 36,Windows Laptop,RMF-2MQ4150CN5,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,DESKTOP-25BE5H9,"Aug 15, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,DESKTOP-6EEE043,"Jul 13, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,DESKTOP-7HJVFHG,"Jun 15, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,DESKTOP-7P4NH67,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,DESKTOP-DKF17CA,"Jul 06, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Laptop,RMF-2MQ4150D4T,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Laptop,RMF-73G0R74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Laptop,RMF-8S1VQ74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Laptop,RMF-8TN6N64,"Aug 14, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Laptop,RMF-DSKVQ74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,RMF-DT-B5Z0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 41 | Admin,Windows Workstation,RMF-DT-HTR0X74,"Aug 17, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Knoxville Station 42,Windows Workstation,RMF-DT-7DHZW74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Knoxville Station 44,Windows Workstation,RMF-DT-JYZ0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-1P15FPO,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-4AOL3UA,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-4QVPPT2,"Aug 15, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,DESKTOP-78BDG3L,"Aug 16, 2026","Failed, Not Installed",True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-83VEQTG,"Aug 15, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,DESKTOP-A5G9KE9,"Jan 12, 2026","Failed, Not Installed",True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,DESKTOP-A81VMHV,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-AMRANCM,"Aug 13, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,DESKTOP-ATC99P9,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,DESKTOP-BP5HD0E,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-FTHSED0,"Apr 22, 2026",Failed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-FU1AB3H,"Mar 20, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,DESKTOP-HSB4NKI,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-NQFMEK1,"Jun 29, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-O01CG9Q,"May 07, 2026",Failed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-OAF13QT,"Aug 14, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,DESKTOP-QINBBJ3,"Jun 13, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-12MLN94,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-3P40R74,"Aug 12, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-4R61R74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-4TT3N74,"Jul 30, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-5CDVQ74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-5CG04795SZ,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,RMF-8CG7481WP9,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-9SS0R74,"Aug 10, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-B046N74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,RMF-DT-6P80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,RMF-DT-CZC0X74,"Aug 16, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-DWC1R74,"Aug 14, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Laptop,RMF-FRKVQ74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Admin | Fleet,Windows Workstation,RMF-MXL15146LT,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 71,Windows Workstation,RMF-DT-9UFUQ93,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 71,Windows Workstation,RMF-DT-GN8oX74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 71,Windows Workstation,RMF-DT-J9F6XB4,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 71,Windows Workstation,RMF-mxl0522lms,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 72,Windows Workstation,RMF-DT-2YC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 72,Windows Workstation,RMF-DT-FN80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 73,Windows Workstation,RMF-DT-CTC0X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 73,Windows Workstation,RMF-DT-DN8X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 74,Windows Workstation,RMF-DT-2XC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Station 80,Windows Workstation,RMF-DT-FVC0X74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,PIMA Trng Office,Windows Workstation,RMF-DT-8R80X74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - BASF McIntosh,Windows Laptop,RMF-BDGRM74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - BASF McIntosh,Windows Workstation,RMF-DT-89F6XB4,"Aug 08, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Specialty - Bismarck Airport,Windows Workstation,RMF-DT-B9F6XB4,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Bismarck Airport,Windows Laptop,RMF-J1G0R74,"Jul 30, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Citgo Petroleum LCMC,Windows Workstation,DESKTOP-K777HMG,"Jul 02, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Citgo Petroleum LCMC,Windows Workstation,RMF-DT-1BF6XB4,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Citgo Petroleum LCMC,Windows Workstation,RMF-DT-F9F6XB4,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Des Moines International Airport,Windows Workstation,RMF-DT-C9F6XB4,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Des Moines International Airport,Windows Workstation,RMF-DT-G9F6XB4,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - FedEx World Headquarters,Windows Laptop,RMF-8CGM74,"Aug 13, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - John Glenn International Airport,Windows Workstation,DESKTOP-50BVTI1,"Aug 17, 2026",Failed,True
Brindlee Fire Services*,Specialty - John Glenn International Airport,Windows Laptop,RMF-5CG450078V,"Aug 05, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - John Glenn International Airport,Windows Workstation,RMF-MXL0522R49,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Lafayette Regional Airport,Windows Laptop,RMF-1X40R74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Lafayette Regional Airport,Windows Laptop,RMF-5CG00300JY,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Lafayette Regional Airport,Windows Workstation,RMF-DT-59F6XB4,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Morristown Municipal Airport,Windows Workstation,DESKTOP-5PVB6TB,"May 12, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Morristown Municipal Airport,Windows Workstation,RMF-DT-29F6XB4,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Morristown Municipal Airport,Windows Workstation,RMF-DT-2BF6XB4,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Morristown Municipal Airport,Windows Laptop,RMF-J0RVQ74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Sikorsky Aircraft,Windows Workstation,DESKTOP-KLF9IBO,"Aug 08, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Sikorsky Aircraft,Windows Workstation,RMF-DT-4BF6XB4,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Station 91 (Shell Technology Center),Windows Laptop,RMF-J8GRM74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Syracuse Hancock International Airport,Windows Laptop,RMF-5CG9252VHW,"Jul 11, 2026",Not Installed,True
Brindlee Fire Services*,Specialty - Syracuse Hancock International Airport,Windows Laptop,RMF-GDS0R74,"Jun 18, 2026",Not Installed,True
Brindlee Fire Services*,"Specialty - Volkswagen Group of America (Chattanooga, TN)",Windows Laptop,RMF-SUR-UB64F29V,"May 31, 2026",Not Installed,True
Brindlee Fire Services*,"Specialty - Volkswagen Group of America (Maricopa, AZ)",Windows Laptop,RMF-GTHDDB3,"Jul 23, 2026",Not Installed,True
Brindlee Fire Services*,"YUMA Station 2 (Yuma, AZ)",Windows Workstation,DT_7BFKK74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,YUMA Station 3 Fleet,Windows Laptop,DESKTOP-A6N07KR,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,"YUMA Station 5 (Yuma, AZ)",Windows Workstation,DT_H5BKK74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-3O0VCO2,"Aug 16, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,DESKTOP-EUBQI6P,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-G3S3LQS,"Jul 13, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-JTCTEI8,"Jul 05, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-MQE38MK,"Jul 13, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-OPJU1U6,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-RLV8OFE,"Aug 14, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,DESKTOP-UHFLANJ,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,Laptop-5CTTA67795,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,Laptop-5CTTA67866,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-18M0R74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-53283761453,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-5CG016DX6D,"Jul 14, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-5CG2087P17,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-5CG918435V,"Mar 06, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-6VG1R74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-6YF0R74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-857VQ74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-86W0R74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-88K1R74,"Aug 18, 2026","Failed, Not Installed",True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-8J9SM53,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-B9DVQ74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-CRS0R74,"Apr 13, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,RMF-DT-3Z2WNX2,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-GRS0R74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-GX31R74,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMF-JHYXN94,"Aug 17, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Workstation,RMF_H2BKK74,"Aug 18, 2026",Not Installed,True
Brindlee Fire Services*,Yuma Admin,Windows Laptop,RMI-BPT6N64,"Aug 18, 2026",Not Installed,True
Cabot Wealth Network,No Site,Windows Laptop,Brad_Cabot,"Aug 17, 2026",Not Installed,True
Cabot Wealth Network,No Site,Windows Laptop,DESKTOP-SCTVFKB,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Andy-Castles,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS-118811206,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811133,"Jul 06, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811148,"Jul 22, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811199,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811200-BW,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811223,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Workstation,CAS118811262,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811264,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811269,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811273,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811275,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811289,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Workstation,CAS118811290,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS118811300,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CASUSAJBLACK,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CAS_Dan_Stanley,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CT-LT-8Z6DR44,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,CT-LT-PW0DRAEJ,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811115,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811125,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811127,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811140,"Jul 14, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811151,"Aug 14, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811178,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811180,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811191,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811197,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811201,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811204,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811209,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811215,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811217,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811224,"May 27, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Cas118811230,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Castles118811195,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,Castles2022,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,DESKTOP-DNGCSL3,"Aug 17, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,DESKTOP-K73NO8P,"Aug 18, 2026",Not Installed,True
Castles Tech,No Site,Windows Laptop,DESKTOP-KT5T4J7,"Aug 17, 2026",Not Installed,True
